500	0.000773
1000	0.002847
1500	0.005309
2000	0.008442
2500	0.013051
3000	0.018695
3500	0.025534
4000	0.032989
4500	0.041673
5000	0.051874
5500	0.062285
6000	0.074078
6500	0.086579
7000	0.100713
7500	0.116268
8000	0.131835
8500	0.148693
9000	0.166776
9500	0.186884
10000	0.205050
10500	0.225848
11000	0.248978
11500	0.271293
12000	0.296672
12500	0.323702
13000	0.346317
13500	0.375866
14000	0.401318
14500	0.431438
15000	0.463520
15500	0.491408
16000	0.523602
16500	0.558355
17000	0.592839
17500	0.627205
18000	0.661246
18500	0.698801
19000	0.739041
19500	0.776532
20000	0.821170
20500	0.860290
21000	0.900591
21500	0.944115
22000	0.986924
22500	1.036260
23000	1.092212
23500	1.132053
24000	1.179943
24500	1.223875
25000	1.282171
25500	1.322275
26000	1.365730
26500	1.439002
27000	1.508437
27500	1.572943
28000	1.636755
28500	1.684706
29000	1.716386
29500	1.782402
30000	1.820116
