100	4.605170
200	5.298317
300	5.703782
400	5.991465
500	6.214608
600	6.396930
700	6.551080
800	6.684612
900	6.802395
1000	6.907755
1100	7.003065
1200	7.090077
1300	7.170120
1400	7.244228
1500	7.313220
1600	7.377759
1700	7.438384
1800	7.495542
1900	7.549609
2000	7.600902
2100	7.649693
2200	7.696213
2300	7.740664
2400	7.783224
2500	7.824046
2600	7.863267
2700	7.901007
2800	7.937375
2900	7.972466
3000	8.006368
3100	8.039157
3200	8.070906
3300	8.101678
3400	8.131531
3500	8.160518
3600	8.188689
3700	8.216088
3800	8.242756
3900	8.268732
4000	8.294050
4100	8.318742
4200	8.342840
4300	8.366370
4400	8.389360
4500	8.411833
4600	8.433812
4700	8.455318
4800	8.476371
4900	8.496990
5000	8.517193
5100	8.536996
5200	8.556414
5300	8.575462
5400	8.594154
5500	8.612503
5600	8.630522
5700	8.648221
5800	8.665613
5900	8.682708
6000	8.699515
6100	8.716044
6200	8.732305
6300	8.748305
6400	8.764053
6500	8.779557
6600	8.794825
6700	8.809863
6800	8.824678
6900	8.839277
7000	8.853665
7100	8.867850
7200	8.881836
7300	8.895630
7400	8.909235
7500	8.922658
7600	8.935904
7700	8.948976
7800	8.961879
7900	8.974618
8000	8.987197
8100	8.999619
8200	9.011889
8300	9.024011
8400	9.035987
8500	9.047821
8600	9.059517
8700	9.071078
8800	9.082507
8900	9.093807
9000	9.104980
9100	9.116030
9200	9.126959
9300	9.137770
9400	9.148465
9500	9.159047
9600	9.169518
9700	9.179881
9800	9.190138
9900	9.200290
10000	9.210340
