100	0.145708
200	0.133803
300	0.117069
400	0.095731
500	0.072476
600	0.048989
700	0.027519
800	0.011166
900	0.002277
1000	0.001786
1100	0.001704
1200	0.001641
1300	0.001866
1400	0.001779
1500	0.001762
1600	0.002123
1700	0.002026
1800	0.002061
1900	0.002350
2000	0.001755
2100	0.001862
2200	0.001990
2300	0.002036
2400	0.001707
2500	0.002382
2600	0.001828
2700	0.001878
2800	0.002455
2900	0.002531
3000	0.001848
3100	0.002342
3200	0.003601
3300	0.001698
3400	0.003439
3500	0.002519
3600	0.001786
3700	0.003337
3800	0.001718
3900	0.003092
4000	0.001843
4100	0.002163
4200	0.003562
4300	0.007932
4400	0.004483
4500	0.002426
4600	0.003888
4700	0.005392
4800	0.006288
4900	0.003873
5000	0.004257
5100	0.007546
5200	0.002494
5300	0.002820
5400	0.012135
5500	0.004811
5600	0.004448
5700	0.007009
5800	0.006340
5900	0.004039
6000	0.005177
6100	0.002871
6200	0.009036
6300	0.004360
6400	0.006187
6500	0.003318
6600	0.007732
6700	0.003625
6800	0.003790
6900	0.006686
7000	0.006331
7100	0.005168
7200	0.004315
7300	0.003017
7400	0.002838
7500	0.003254
7600	0.004604
7700	0.004157
7800	0.002477
7900	0.003756
8000	0.004517
8100	0.004035
8200	0.003979
8300	0.003054
8400	0.004139
8500	0.002428
8600	0.002146
8700	0.002299
8800	0.001959
8900	0.001676
9000	0.001779
9100	0.001674
9200	0.001711
9300	0.001631
9400	0.001566
9500	0.001587
9600	0.001529
9700	0.001487
9800	0.001499
9900	0.001507
10000	0.001499
